,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
323,130,"I ask if the music can be turned down a bit when I work out at the center. Only in the evening when there are few guests left and almost everyone hears sound in their own headphones. Typically, the employee says of course and turns down a little. This evening I saw that they turned up higher instead of turning down - when I asked for the second time. At 9.15 p.m. and pretty much everyone heard their own sound. But there was a group of employees hanging out in the desk. (together with what emerged as a group of friends) All my family appreciates training in the center and we use our own personal trainers. But today I experienced a flabet and unengaged service (in particular from one of the employees) It was more important that the staff had a party than that they as a guest felt welcome.I wanted a handshake of the employee as a sort of regret. And possibly in making it clear whether it was reasonable to ask for the music?",3f56b040-testing.csv,-1.0,,-1.0,,,i ask if th,Gino,Sats Nygårdsvej,1.0,i ask i,144.0
324,131,"The central part of the Sats provides small customer service - which is rooted in the bills, and is required to pay an amount without being informed of the reason.",3f56b040-testing.csv,-1.0,,-1.0,,,the central,Gino,Den centrale del af Sats yder ringe…,1.0,the cen,145.0
325,144,"Great facilities, skilled & motivating instructors and a wide range of team training",3f56b040-testing.csv,,1.0,1.0,,1.0,great facil,Gino,Imponerende fitness center,5.0,great f,159.0
326,145,"The headline is ""Adam your latest experience""...... that could be ""the latest experiences""!In general, I am very happy to get into SATS Vesterport, - but once a machine is broken it can take weeks before it is repaired.I have previously complained about my need for the same problem here on Trustpilot, and now it is mad again with a machine where the repairer has been called for weeks. LET!",3f56b040-testing.csv,1.0,-1.0,,,,the headlin,Gino,Maskine under reparation i ugevis!,1.0,the hea,160.0
327,146,"Outdated and dark roomsOutdoor based on the center of City 2 Tåstrup. It is advertised with bright and open rooms, as well as an only-for-women department. The rooms are dark and worn out with holes in the floor and old equipment. The machines from the only-for-women department are on loan to other rate centers that are missing. The acoustics are terrible and the music is annoyingly high. Could also use several cable towers. Generally need refreshment. Upcoming staff and fine dressing rooms. But you come for the training experience.",3f56b040-testing.csv,-1.0,-1.0,,,,outdated an,Gino,Outdatede og mørke lokaler,2.0,outdate,161.0
328,161,"Clean, friendly, super good gear",3f56b040-testing.csv,,1.0,1.0,1.0,,"clean, frie",Gino,Prøv det,5.0,"clean, ",176.0
329,165,Feel welcome at the center,3f56b040-testing.csv,1.0,,,,,feel welcom,Gino,❤️sats glostrup,5.0,feel we,180.0
330,176,"The center is clean, the staff is always friendly. I train in Søborg.Gentofte is closer to me, but the center itself is very dark and there is too low a ceiling.Since there are always too many people in Gentofte, Søborg is much-much better!",3f56b040-testing.csv,-1.0,,1.0,1.0,,the center ,Gino,Centret er rent,5.0,the cen,191.0
331,178,"SATS is completely updated and you will initially be happy when you are in good surroundings. Staff are always in meeting and pro-active even when it is 5 in the morning, where I primarily train. I work out in Kongens Lyngby. I am a Platinum member and have over 5000 member days. Kurt Bech, Kongens Lyngby",3f56b040-testing.csv,1.0,,1.0,,,sats is com,Gino,Kanon oplevelse,5.0,sats is,193.0
332,181,Bad customer service... you have to chat with them instead of being able to talk to them. When they don't know what to answer then they close the chat. Not exactly the best customer service I'd say. Don't recommend this to anyone.,3f56b040-testing.csv,,,-1.0,,,bad custome,Gino,Dårlig kundeservice.,1.0,bad cus,196.0
333,182,As always a good training with Michael in Birkerød,3f56b040-testing.csv,,,1.0,,,as always a,Gino,Som altid en god spinning time med Michael,5.0,as alwa,197.0
334,185,"SATS is a great place to train.Synes I get a good service, both from the staff at the reception, but especially from the various instructors I meet when I'm on hold... Many centers. As a minus I think that many of the centers are now in need of a thorough renovation/upgrade. There's no ""luxus"" over SATS longer than other centers. Changing the two centers where I work out is very worn out, the showers are bad. And the machines are very long to be made when they break - a ""technician is called"" sign can sit long time on a machine before the error is corrected.... When I still give 4 stars it's because SATS is just a nice place to come, and there's always a really good mood no matter which center I train in. So once again, great praise to the staff....",3f56b040-testing.csv,1.0,-1.0,1.0,,,sats is a g,Gino,SATS er et dejligt sted at træne.,4.0,sats is,200.0
335,186,"My favorite gym at Nygårdsvej, especially after Betina started as center manager and not least staff,they do it really well.Members should be better at cleaning up after themselves.Eternal problem...:)But the music in the center is often very high (at least early morning) and it is often hip hop and gangsta rap,maybe you should try the music that addresses a wider audience,all have earphones in the ears alligivel,music can be so loud that you can't hear your own music in earphones and I address myself to staff,but they aren't much to turn down.",3f56b040-testing.csv,-1.0,,1.0,-1.0,,my favorite,Gino,Min yndling træningscenter på…Nygårdsvej,3.0,my favo,201.0
336,200,Super spinning 2.0 with super instructor now we just hope there will soon be new spinning bikes they are some of the tomahawk bikes they might need a replacement they are mega gsmle,3f56b040-testing.csv,,-1.0,1.0,,,super spinn,Gino,Super spinning 2.0 med super instruktør…,4.0,super s,215.0
337,201,"I have been a member of Sats for years and in Glostrup we have pointed out the following problems just as long as I can remember: The Ventilation in the bike hall doesn't work well enough, black plates on the windows make the hall even warmer and so it's generally not very clean in the center. It's said to all the center managers who have been in the last many years, we've complained to Sats through customer service...Well, there's not what we've tried.But nothing has happened...simplen NOT. It's expensive to train in the Sats and especially the bike hall gets 0 stars.The bike instructors get 5, absolutely the only reason we get to go to the center.SATS answer 27.6: clearly shows you's policy and silly explanations.The black plates are coming to the sun and there's gotta be a glass.",3f56b040-testing.csv,-1.0,,0.0,-1.0,,i have been,Gino,SATS Glostrup,2.0,i have ,216.0
338,206,"Can't complain. They do their job very well and are nice to help. I love the classes and there is many to choose from. I look forward to Denmark opening up properly again so we don't need masks in the gym though 😉
Update! No masks! So nice! I've missed it!🥰",3f56b040-testing.csv,,,1.0,,,can't compl,Gino,,,,
339,209,Fine place but watch your parking meter.,3f56b040-testing.csv,0.0,,,,,fine place ,Gino,PureGym Odense,4.0,fine pl,3.0
340,213,"Nice enough local centre, but many of the machines are broken (and have been for the past several months without being fixed) and other machines are so badly maintained that it's a matter of relatively little time before they break.
There is also a super bad culture in relation to cleaning, the likes of which I have never seen.
The staff are nice enough, although they are not around very often.",3f56b040-testing.csv,,-1.0,0.0,-1.0,1.0,nice enough,Gino,,,,
341,217,Slightly tight but got everything you'll need for a proper workout.,3f56b040-testing.csv,0.0,,,,,slightly ti,Gino,PureGym Odense,4.0,slightl,11.0
342,223,I think they should add more classes and more times to go,3f56b040-testing.csv,-1.0,,,,,i think the,Gino,PureGym Odense,3.0,i think,17.0
343,229,"They offered me a price for the first two months of 99kr but then they asked me for pay the full price for the second month and they didn't fix this yet, so they lie in their offers.",3f56b040-testing.csv,-1.0,,,,,they offere,Gino,PureGym Odense,1.0,they of,23.0
344,237,A great place to work out. Professional and friendly staff who's always ready to help out. Can definitely recommend.,3f56b040-testing.csv,,,1.0,,,a great pla,Gino,PureGym Odense,5.0,a great,31.0
345,239,Nice center with friendly staff. Messes up a bit from time to time though,3f56b040-testing.csv,,,1.0,-1.0,,nice center,Gino,PureGym Odense,5.0,nice ce,33.0
346,243,Horrible placement and expensive subscription. No staff there to help either.,3f56b040-testing.csv,-1.0,,-1.0,,-1.0,horrible pl,Gino,PureGym Odense,2.0,horribl,37.0
347,255,"A nice training center with nice employees. There are always things that can be done better - e.g. it would be nice to have a water dispenser or more teams at the weekends. :)
Overall a wildly delicious place to train.",3f56b040-testing.csv,0.0,,1.0,,,a nice trai,Gino,,,,
348,281,"Medium cleanliness, too few barbell racks compared to the total area this gym covers. Could be better, could be worse. It has never been too crowded and the clientele is nice.",3f56b040-testing.csv,1.0,-1.0,,-1.0,,medium clea,Gino,PureGym Copenhagen,3.0,medium ,75.0
349,282,"They always play games with pricing. Claim it's 134,50/month, then want to charge 143,18 with no explanation of the extra fee. It's clear you simply can't trust Fitness World.",3f56b040-testing.csv,-1.0,,,,,they always,Gino,PureGym Copenhagen,1.0,they al,76.0
350,283,"This gym is very clean, not overcrowded and reasonably priced. Give it a try.",3f56b040-testing.csv,1.0,,,1.0,,this gym is,Gino,PureGym Copenhagen,5.0,this gy,77.0
351,285,"399 kroner for 1 month or 75 kroner for 1 day.  No commitment or long-term contract.  The gym has everything you could want, everything is new and very nice.  Staff is also very good.  Highly recommend.",3f56b040-testing.csv,1.0,,1.0,1.0,,399 kroner ,Gino,PureGym Copenhagen,5.0,399 kro,79.0
352,291,"Is the busiest fitness world what i ever seen before . It’s absolutely desastre. I cannot workout normally… today i make for 1h - just 3 exercises. I recommend to nobody subscribe there . They don’t care about the occupancy… (may be we need new covid pandemy) sale and sale new memberships. Also they grow up with the price ? For what? Unfortunately I’m looking for other place with a months; just here is noone option. I hope other companies make good the marketing. Repeat: not subscribe in this gym you will sorry a lot 😪 doesn’t matter the day; weekends ; evenings or mornings all the time is full full full , no one place free to work ! You pay your money for nothing!",3f56b040-testing.csv,-1.0,,,,,is the busi,Gino,PureGym Copenhagen,1.0,is the ,85.0
353,293,"Really like this gym,  I just think it gets a bit dirty. They vacuum every day but that seems to be it.  A lot of equipment and different types: machines,  free weights, kettle bells, balls etc... and great space too",3f56b040-testing.csv,1.0,1.0,,-1.0,,really like,Gino,PureGym Copenhagen,4.0,really ,87.0
354,294,"They should put more space to park the bikes, it is very busy in the afternoon and I didn't like that they made me take off my shoes when that rule is not written anywhere",3f56b040-testing.csv,-1.0,,,,,they should,Gino,PureGym Copenhagen,2.0,they sh,88.0
355,301,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark",3f56b040-testing.csv,-1.0,,,,,i was told ,Gino,PureGym Copenhagen,1.0,i was t,95.0
356,302,"Pretty much every type of training equipment you find yourself needing. It is open 24/7 and has a nice system for entering and exiting. The place is clean and neat, and the atmoshpere is relaxed. A special plus about this center is the high ceilings making the air circulation very nice. Staff is always smiling and friendly, never felt that it was overcrowded with visitors, even at peak hours.",3f56b040-testing.csv,1.0,1.0,1.0,1.0,,pretty much,Gino,PureGym Copenhagen,5.0,pretty ,96.0
357,303,"One of the best places to train in Denmark. Many locations specially in Copenhagen, with good equipment.",3f56b040-testing.csv,,1.0,,,1.0,one of the ,Gino,PureGym Copenhagen,5.0,one of ,97.0
358,304,"These 5 stars are for the hardworking staff who make this gym shine. If by some chance they have been laid off or furloughed due to the pandemic, please hire them all again.",3f56b040-testing.csv,,,1.0,,,these 5 sta,Gino,PureGym Copenhagen,5.0,these 5,98.0
359,305,This place is really nice... has tons of machines to use and is open 24hr. Perfect if your trying to avoid the crowds.,3f56b040-testing.csv,1.0,1.0,,,,this place ,Gino,PureGym Copenhagen,5.0,this pl,99.0
360,377,"Great staff! Helpful and friendly!
But the center itself feels rusty and old compared to SATS on nørrebro.",3f56b040-testing.csv,,,1.0,,-1.0,great staff,Gino,,,,
361,389,"Dirty, a lot of the equipment is broken. Basically only 3 toilets working at least for men. toilets are always very dirty.",3f56b040-testing.csv,,-1.0,,-1.0,,"dirty, a lo",Gino,SATS gym in Copenhagen,1.0,"dirty, ",183.0
362,395,Excellent facilities with view to the ocean!,3f56b040-testing.csv,1.0,,,,1.0,excellent f,Gino,SATS gym in Copenhagen,5.0,excelle,189.0
363,399,Okay but it lacks mirrors (TRX area) and air circulation. An upgrade of the machines would also be helpful.,3f56b040-testing.csv,0.0,-1.0,,,,okay but it,Gino,SATS gym in Copenhagen,1.0,okay bu,193.0
364,400,"The dirtiest gym that I have ever been to. Been here multiple times since it’s the closest one, but both the smell and mess is outrageous.",3f56b040-testing.csv,,,,-1.0,,the dirties,Gino,SATS gym in Copenhagen,1.0,the dir,194.0
365,401,"They simply dont clean this place enough. It needs an extremely thorough cleaning and much much more regular cleaning.  I will omit the pictures from the showers.  Seriously, especially in the age of hygiene!",3f56b040-testing.csv,,,,-1.0,,they simply,Gino,SATS gym in Copenhagen,1.0,they si,195.0
366,403,"General vibe bad. Situation seems like: ""We know we're not going to renew this lease, so let's put in the minimum effort and money and keep the place open."" They really should clean the equipment better, and more frequently, than they do.

You've only got about a 75% chance that the steam room is working in the men's lockers (and this was before they made up the lame excuse of energy cost). It often breaks, and stays broken for long periods of time, and has been closed for over a year and a half as of summer of 2023. No idea why they can't keep this running. There was also a missing plank in the sauna bench that took over 6 months to fix. So, maintenance is pretty bad all around.

Note that sometimes they do classes out on the gym floor on the second level. So you're somewhat constrained when that happens, and you best like the music they are playing or you'll want to be on the ground floor instead.",3f56b040-testing.csv,,-1.0,,-1.0,,general vib,Gino,,,,
367,411,"The locker rooms and bath facilities are in terrible condition. Rusty, dirty, and simply worn-out and broken. Also, the young people at the front desk are either not there or are sitting in the lounge area looking at their mobile phones. At least they could swipe the floor.",3f56b040-testing.csv,,,-1.0,-1.0,,the locker ,Gino,SATS gym in Copenhagen,2.0,the loc,205.0
368,419,"small basement gym, alot of old equipment, alot of broken machines, not ok, compare to the price for membership",3f56b040-testing.csv,-1.0,-1.0,,,-1.0,small basem,Gino,SATS gym in Copenhagen,2.0,small b,213.0
369,426,"Been member now for three years. Staff are great and very clean place. Good equipment and for many pieces, been changed in the last few months. Like all gyms gets busy in the rush hour times but not full of a load of tattoo knuckleheads. Nice place and a nice relaxed vibe.",3f56b040-testing.csv,-1.0,1.0,1.0,,,been member,Gino,SATS gym in Copenhagen,5.0,been me,220.0
370,428,"Makes it impossible to cancel membership, and keeps asking for money after with made-up bills.",3f56b040-testing.csv,-1.0,,,,,makes it im,Gino,SATS gym in Copenhagen,1.0,makes i,222.0
371,433,"Nice center with brand new, beautiful bathing facilities. There is both a steam bath, a sauna and plenty of space.
The exercise machines are not all the latest and that drags you down. There are plenty of opportunities to look out over Herlev town center and I like the air it gives to a training center that there are windows with a view.
There is also a bit of CrossFit.",3f56b040-testing.csv,1.0,-1.0,,,1.0,nice center,Gino,,,,
372,438,You should becarful before u become a member otherwise gonne loss 2 months payments for nothing,3f56b040-testing.csv,-1.0,,,,,you should ,Gino,SATS gym in Copenhagen,1.0,you sho,232.0
373,448,"Good location, reasonably good price for Danish standards, open 7 days a week, and super friendly staff by email and at the entrance.
Equipment not extremely new but very well kept, good space and when you join, they also offer a free coaching/personal session to guide you! 💪",3f56b040-testing.csv,1.0,0.0,1.0,,1.0,good locati,Gino,,,,
374,453,"Go here at night and it is like getting into a night club, great atmosphere and music is almost always on point!
There is a guy here, think he is called Rasmus, always smiling and welcoming. He gets you in a mood that forces all great energy into you and makes the lifts much better. Would highly recommend going here, and in Repeat I general!",3f56b040-testing.csv,1.0,,1.0,,,go here at ,Gino,,,,
375,456,"Great gym and CrossFit lessons, I usually do drop in when I visit CPH. If you do not speak Dannish and are looking to do a drop in CrossFit avoid classes with the coach John David, he has a lack of interest and not welcoming to new members, the rest of the coaches are great.
I totally recommend this friendly gym.",3f56b040-testing.csv,1.0,,0.0,,,great gym a,Gino,,,,
376,457,Best crossfitbox I’ve been to so far! They got it all and is a must visit if you love Crossfit and is in town. Friendly people and great classes.,3f56b040-testing.csv,1.0,,,,,best crossf,Gino,gyms in Copenhagen,5.0,best cr,251.0
377,461,"Great gym. It’s relatively small but has plenty of cables, freeweights and squat racks, so really everything you need. Very kind staff and chill atmosphere.",3f56b040-testing.csv,1.0,1.0,1.0,,,great gym. ,Gino,gyms in Copenhagen,5.0,great g,255.0
378,462,"Amazing local gym! Feels way more personal and comfortable, than any other gyms I’ve been to.",3f56b040-testing.csv,1.0,,,,,amazing loc,Gino,gyms in Copenhagen,5.0,amazing,256.0
379,464,"I alway feel welcome to SHC 😊 Very professional staff!! Many different classes 💪😅 PT’s and trainers to choose from, who always challenge us, always are positive, and in a good mood. Easy booking system. SHC makes me feel stronger, healthier and happier 😀",3f56b040-testing.csv,1.0,,1.0,,,i alway fee,Gino,gyms in Copenhagen,5.0,i alway,258.0
380,466,Great Gym for bodybuilding. Arsenal pendulum and Hacksquat. Every hammerstrength machine. And also an area with bumper plates and CrossFit style Racks. + A big posing area,3f56b040-testing.csv,1.0,1.0,,,,great gym f,Gino,gyms in Copenhagen,5.0,great g,260.0
381,467,This is an amazing gym! They have everything you need for a great workout. I highly recommend it!,3f56b040-testing.csv,,1.0,,,,this is an ,Gino,gyms in Copenhagen,5.0,this is,261.0
382,468,"Great hardcore gym with brand new equipment. Everyone there was jacked as f, huge and roided out which is always a good sign you’re at the best gym in town.",3f56b040-testing.csv,,1.0,,,,great hardc,Gino,gyms in Copenhagen,5.0,great h,262.0
383,469,Very good gym space. And good guidance for beginners as well by the receptionist. There are in house personal trainer you can hire. Not very crowded. Overall very good. 10 min walk feom Ny ellebjerg Station.,3f56b040-testing.csv,1.0,,1.0,,1.0,very good g,Gino,gyms in Copenhagen,5.0,very go,263.0
384,470,"Only 2 running machines, so not a normal gym, but mostly for body builders. Tiny unheated changing room. With a membership fee of 495DKK/month this is a joke.",3f56b040-testing.csv,-1.0,-1.0,,,,only 2 runn,Gino,gyms in Copenhagen,2.0,only 2 ,264.0
385,597,"Very well equipped gym, personnel very nice. But for me the best are the members: they always clean after themselves in general, are respectful and it’s not super crowded 😊",3f56b040-testing.csv,,1.0,1.0,1.0,,very well e,Gino,SATS gyms,5.0,very we,391.0
386,446,"Having trained all over the world, I can confidently say this gym is definitely a must. Their daily fee is incredibly fair for everything they offer, I cannot suggest this gym enough. Absolute 10/10 spot.",8948e814-dataset_for_annotations.csv,1.0,,,,,having trai,Gino,gyms in Copenhagen,5.0,having ,240.0
387,261,All modern equipment are available at a reasonable subscription rate. Definitely I will join soon.,8948e814-dataset_for_annotations.csv,,1.0,,,,all modern ,Gino,PureGym Copenhagen,5.0,all mod,55.0
388,262,"Good facilities, but it is in dire need of better climate control. It's only about 19c outside now but the inside the gym is burning (when doing workouts obviously). The group hall is even worse because they're not allowed to open the windows.",8948e814-dataset_for_annotations.csv,,,,,0.0,good facili,Gino,PureGym Copenhagen,3.0,good fa,56.0
389,263,"Signed up and regretted my subscription within the 14 days cancellation period. I had a very, very hard time getting them to understand that I should not pay for the rest of the month + 1 month if I cancelled within 14 days (they even asked if I had actually READ their terms, which I had ... and turned out their center-leader had not, which was very awkward for her). I can't recommend Fitness World.",8948e814-dataset_for_annotations.csv,-1.0,,,,,signed up a,Gino,PureGym Copenhagen,1.0,signed ,57.0
390,265,"I checked on their website that they are open and offer one-time visit. I came, waited for 10 minutes - no administrator appeared (the client/members were there), and then I left this place.",8948e814-dataset_for_annotations.csv,-1.0,,-1.0,,,i checked o,Gino,PureGym Copenhagen,1.0,i check,59.0
391,452,"Fantastic gym. I have been working out there for about 4 months now and enjoy the equipment, staff, and the fact that they are open 24/7. Would highly recommend if you are looking for a new gym in Copenhagen.",8948e814-dataset_for_annotations.csv,1.0,,1.0,,,fantastic g,Gino,gyms in Copenhagen,5.0,fantast,246.0
392,454,"Love the interior of this gym. Much better than any other gym I have tried. They have a great selection of equipment. However, the music is sometimes really really loud and the place can get quite busy during peek hours.",8948e814-dataset_for_annotations.csv,,1.0,,,-1.0,love the in,Gino,gyms in Copenhagen,4.0,love th,248.0
393,455,"This gym has really terrible policies for drop in, day pass people, such as tourists like myself. I went there at 3:15pm on a Saturday, and the staff member told me I couldn't train because he was leaving at 4pm, and I was not allowed to let myself out of the gym without a staff member being there, even though it's a 24 hour gym and was full of people. Very bad policy for taking care of casual people like me who really want to train.",8948e814-dataset_for_annotations.csv,-1.0,,,,,this gym ha,Gino,gyms in Copenhagen,1.0,this gy,249.0
394,276,Very nice gym. I got a week pass for 110 dkk or something like that wich is really surprisingly cheap for this quality gym. You can also do daily passes. The only thing to bear in mind that after 6pm and on the weekends there is no one to check you in so come before if you want to singup and then you can use the gym using a card until midnight.,8948e814-dataset_for_annotations.csv,0.0,,,,,very nice g,Gino,PureGym Copenhagen,5.0,very ni,70.0
395,279,Gym has only very limited service times. Impossible to workout after this time if you only want to workout for a day.,8948e814-dataset_for_annotations.csv,-1.0,,,,,gym has onl,Gino,PureGym Copenhagen,1.0,gym has,73.0
396,280,Great Gym- I was a bit nervous as this is my first time to a gym in Denmark but the front staff was very friendly and helpful. For 99DKK I could get a pass for a week. It opens from 5:30 AM to 10:00 PM. The timing showed in google is when front staff is available. You need an access card to enter so if you are first times from overseas go after 8:00 AM so staff can open the door for you.,8948e814-dataset_for_annotations.csv,,,1.0,,,great gym- ,Gino,PureGym Copenhagen,5.0,great g,74.0
397,458,Very nice gym. Good atmosphere and friendly people around!,8948e814-dataset_for_annotations.csv,1.0,,,,,very nice g,Gino,gyms in Copenhagen,5.0,very ni,252.0
398,459,"Nice outside and inside gym, really nice owner, and cool New and smart equipment!",8948e814-dataset_for_annotations.csv,1.0,1.0,,,,nice outsid,Gino,gyms in Copenhagen,5.0,nice ou,253.0
399,460,"The best gym by far, I have seen in CPH",8948e814-dataset_for_annotations.csv,1.0,,,,,the best gy,Gino,gyms in Copenhagen,5.0,the bes,254.0
400,296,"Ok gym for a chain. Slection of machines is good, slection of classes not so good. Not crowded. Highlight is the two squash terrains. Downside - you cant reserve them online if you're not a squash member. Fitness membership doesnt help, you have to have a seperate squash membership.",8948e814-dataset_for_annotations.csv,-1.0,1.0,,,,ok gym for ,Gino,PureGym Copenhagen,3.0,ok gym ,90.0
401,300,"Great place to work out, the Dance Fit class was really good.  But as with all FW centers a good cleaning, would be great!",8948e814-dataset_for_annotations.csv,1.0,,,-1.0,,great place,Gino,PureGym Copenhagen,3.0,great p,94.0
402,287,"Nice place for a work out. Clean. Fairly good equipments. Within the price range of other facilities. A bit under-staffed, in my opinion. Difficult to find someone to ask a question. And even If you find someone, It is not sure you will get an answer...",8948e814-dataset_for_annotations.csv,,1.0,1.0,1.0,1.0,nice place ,Gino,PureGym Copenhagen,4.0,nice pl,81.0
403,288,Visited this gym during my vacation. It has Seen better times but Its still good to get some gains:-),8948e814-dataset_for_annotations.csv,0.0,,,,,visited thi,Gino,PureGym Copenhagen,4.0,visited,82.0
404,289,Had my membership cancelled in the counter in proper time but still had to pay additional month.,8948e814-dataset_for_annotations.csv,-1.0,,,,,had my memb,Gino,PureGym Copenhagen,1.0,had my ,83.0
405,290,"One can talk about broken machines or dirt in the changing rooms, but I realize that things can't be ideal all the time. So I'd say it all goes relatively well until one needs to talk to someone beyond the helping guys in the centre. The company doesn't have a phone number to call. They have a chat, which main purpose seems to relay a message ""Fill in the online contact form"". When you do, there is a waiting time from hours to days. And if you get an answer, it never changes regardless whether you can prove them wrong or lying. They merely stop responding. And there's nothing you can say to someone who is not willing to listen.",8948e814-dataset_for_annotations.csv,-1.0,,,,,one can tal,Gino,PureGym Copenhagen,1.0,one can,84.0
406,463,"Very good gym.High quality Equipment ,very good treadmills and also boxing  fitness classes to get really fit ...friendly staff.I would really reccomend...",8948e814-dataset_for_annotations.csv,,1.0,1.0,,,very good g,Gino,gyms in Copenhagen,5.0,very go,257.0
407,326,"I was told one thing in English, then made sign something else in Danish, so they could charge me for time I wasn't even in Denmark",3f56b040-testing.csv,-1.0,,,,,i was told ,Gino,PureGym Copenhagen,1.0,i was t,95.0
408,2,Nice welcoming staff who always manage to keep the center clean...Good usable machines and well with space...What can be annoying is that telephone almost fills up more than the training...Too many users sit immersed in their phone while they use the machines...Train when you have to train...,0fe50f89-Veron.csv,0.0,1.0,1.0,1.0,,nice welcom,Veron,Dejlig imødekommende personale,4.0,nice we,1.0
409,11,"I was set up as a member in August 2023 at the Ørestad gym. I asked to terminate my membership immediately until the end of October when I moved away there.Puregym employee looked me in the eye and said that I was set up and signed up again, but yet I was charged in November. I went to the center, but they could do nothing but keep my money and terminate me (again).I feel lied to and stolen from.It's under all criticism.",0fe50f89-Veron.csv,-1.0,,-1.0,,,i was set u,Veron,Puregym løj overfor mig.,2.0,i was s,10.0
410,14,"Nice price and the teams are good.... Changing in several centers is bad and the cabinets are broken up, so you need to tighten up a little...",0fe50f89-Veron.csv,0.0,,,,,nice price ,Veron,Fin pris og holdene er gode…,3.0,nice pr,13.0
411,18,"Another good training in PreGym completed. I have trained for many years in this center. I have done that because this center has a very good atmosphere, welcoming staff where you always feel welcome. But most importantly of all lots of space, equipment and machines.",0fe50f89-Veron.csv,1.0,1.0,1.0,,,another goo,Veron,Endnu et godt træningspas,5.0,another,17.0
412,32,"I ask what the possibilities are and they automatically block it. Ask them not to block it and they say it cannot be changed. Contact a new person who will lecture me on whether they have informed me about the matter. Even though she finds out that I didn't say they should do it. Will or can she do nothing when the action is done. Super disappointed by the greed of Puregym, slave there isn't another center close... deaf",0fe50f89-Veron.csv,-1.0,,-1.0,,,i ask what ,Veron,Havde lagt mit kort væk,2.0,i ask w,34.0
413,33,"OK place to train but I'm not impressed with the service. For example, I really like that there are offers for coffee in most centers. But time and again I get annoyed that there is no possibility to cook some water for coffee and there are no staff available when you call them in their opening hours. Then they're always ""meetings."" That's enough for me to think about signing up! Hope it gets to the right person, so it becomes a constructive input instead of sour upbringing. And the review isn't about the staff's courtesy when you meet them!",0fe50f89-Veron.csv,0.0,,-1.0,,,ok place to,Veron,Man skal nok ikke forvente god service!,2.0,ok plac,35.0
414,39,Why can't I get in?,0fe50f89-Veron.csv,-1.0,,,,,why can't i,Veron,Hvorfor kan jeg ikke komme ind,1.0,why can,43.0
415,40,There's everything I need for my training and well-being.,0fe50f89-Veron.csv,1.0,,,,,there's eve,Veron,Der et godt sted at træne.,5.0,there's,44.0
416,42,"Good fitness centre with the necessary training machines and equipment, few shortcomings in training machines",0fe50f89-Veron.csv,0.0,0.0,,,,good fitnes,Veron,God fitnesscenter med de nødvendig…,4.0,good fi,46.0
417,43,Feels very motivated after I have received a personal trainer.,0fe50f89-Veron.csv,1.0,,1.0,,,feels very ,Veron,Føler mig meget motiveret efter jeg har…,5.0,feels v,48.0
418,52,"Super good center (Slitter Rivej in Viborg • former FitnessWorld), welcoming staff, good indoor climate and a wide range of machines and tools. Only minus is that there are no teams...",0fe50f89-Veron.csv,0.0,1.0,0.0,1.0,1.0,super good ,Veron,Super godt center (Slagterivej i Viborg),5.0,super g,58.0
419,53,"Good centre, good atmosphere and good employees",0fe50f89-Veron.csv,1.0,,1.0,,,good centre,Veron,Godt center,5.0,good ce,59.0
420,55,"I'm not a member, I was about to sign up today at Rud Langgårdsvej, but the girl at the reception said that your boxing pillow has fallen. When it's up again, I'll sign in. Nice website/app you have.",0fe50f89-Veron.csv,-1.0,,,,-1.0,i'm not a m,Veron,Jeg er ikke medlem,5.0,i'm not,61.0
421,56,Nice place to train with nice staff. You feel socially well with others who train.,0fe50f89-Veron.csv,1.0,,1.0,,,nice place ,Veron,Dejligt sted at træne med sødt personale,4.0,nice pl,62.0
422,62,"Nice centre to train in, always smiling and helpful staff.Passioned instructors on team training. Nice training environment to travel in.",0fe50f89-Veron.csv,1.0,,1.0,,,nice centre,Veron,Dejligt center at træne i,5.0,nice ce,72.0
423,63,So easy with parking - good instructors and accommodating throughout the center.,0fe50f89-Veron.csv,1.0,,1.0,,,so easy wit,Veron,Zumba en kæmpe oplevelse,4.0,so easy,73.0
424,69,"Good director, good mood, clean and neat.",0fe50f89-Veron.csv,1.0,,1.0,1.0,,good direct,Veron,God instruktør og god atmosfære,5.0,good di,79.0
425,73,"Skilled instructors, clean and well maintained center, welcoming staff and a good price• The bridge is really a great place, with a skilled manager.",0fe50f89-Veron.csv,1.0,1.0,1.0,1.0,,skilled ins,Veron,Dygtige instruktører,4.0,skilled,83.0
426,79,"Nice center with good director. However, is really sorry that senior training is so late Friday. 9:00 or 10:00 would be better. But we seniors often come in the last row.",0fe50f89-Veron.csv,0.0,,1.0,,,nice center,Veron,Fint center med god instruktør,5.0,nice ce,89.0
427,82,Always welcoming staff There are the machines and equipment I need for my training,0fe50f89-Veron.csv,1.0,1.0,1.0,,,always welc,Veron,Altid imødekommende personale,5.0,always ,92.0
428,84,I have been a member for several years and am extremely pleased with their centers.Good amount of equipment in good condition and friendly staff.,0fe50f89-Veron.csv,1.0,1.0,1.0,,,i have been,Veron,Jeg har været medlem i flere år og er…,5.0,i have ,94.0
